timestamp,segment_id,segment_name,distance_meters,duration_seconds,duration_traffic_seconds,speed_kmh,congested,origin_lat,origin_lon,destination_lat,destination_lon
2025-10-13T12:00:09.203470,segment_001,Nguyen Hue Street,710,102,177,14.39,0,10.783037,106.709077,10.783516,106.713254
2025-10-13T12:00:09.203470,segment_002,Le Loi Boulevard,540,64,116,16.67,0,10.771963,106.681649,10.777782,106.68565
2025-10-13T12:00:09.203470,segment_003,Vo Van Tan Street,910,117,172,19.04,0,10.773538,106.682478,10.774511,106.687432
2025-10-13T12:00:09.203470,segment_004,Dien Bien Phu Street,1620,166,265,21.99,0,10.785644,106.691946,10.794099,106.695193
2025-10-13T12:00:09.203470,segment_005,Cach Mang Thang Tam,1520,171,250,21.84,0,10.778257,106.688218,10.782211,106.697782
2025-10-13T12:00:09.203470,segment_006,Tran Hung Dao Street,1030,97,150,24.61,1,10.774159,106.708575,10.775492,106.718096
2025-10-13T12:00:09.203470,segment_007,Nguyen Thi Minh Khai,1600,160,256,22.45,0,10.783061,106.688862,10.789939,106.68942
2025-10-13T12:00:09.203470,segment_008,Pasteur Street,720,117,200,12.91,1,10.781351,106.706351,10.791074,106.710734
2025-10-13T12:00:09.203470,segment_009,Hai Ba Trung Street,840,91,148,20.37,0,10.778555,106.706978,10.778693,106.710072
2025-10-13T12:00:09.203470,segment_010,Pham Ngu Lao Street,2660,239,414,23.12,0,10.788971,106.703953,10.795367,106.708767
2025-10-13T12:05:09.203470,segment_001,Nguyen Hue Street,710,102,148,17.18,1,10.776678,106.703233,10.778972,106.708027
2025-10-13T12:05:09.203470,segment_002,Le Loi Boulevard,540,64,106,18.33,0,10.78956,106.698021,10.797023,106.698733
2025-10-13T12:05:09.203470,segment_003,Vo Van Tan Street,910,117,176,18.54,0,10.7787,106.698927,10.784828,106.699389
2025-10-13T12:05:09.203470,segment_004,Dien Bien Phu Street,1620,166,248,23.46,0,10.775637,106.696505,10.784348,106.703794
2025-10-13T12:05:09.203470,segment_005,Cach Mang Thang Tam,1520,171,266,20.57,0,10.770181,106.689961,10.779062,106.691488
2025-10-13T12:05:09.203470,segment_006,Tran Hung Dao Street,1030,97,161,23.02,0,10.774857,106.680907,10.783426,106.685758
2025-10-13T12:05:09.203470,segment_007,Nguyen Thi Minh Khai,1600,160,250,23.01,0,10.781131,106.683028,10.78191,106.68339
2025-10-13T12:05:09.203470,segment_008,Pasteur Street,720,117,207,12.51,0,10.784402,106.692206,10.785746,106.699783
2025-10-13T12:05:09.203470,segment_009,Hai Ba Trung Street,840,91,154,19.6,0,10.780514,106.684439,10.78587,106.694431
2025-10-13T12:05:09.203470,segment_010,Pham Ngu Lao Street,2660,239,418,22.88,0,10.780012,106.704655,10.786488,106.70783
2025-10-13T12:10:09.203470,segment_001,Nguyen Hue Street,710,102,149,17.15,0,10.772858,106.701487,10.777512,106.707836
2025-10-13T12:10:09.203470,segment_002,Le Loi Boulevard,540,64,93,20.69,1,10.78893,106.680869,10.79363,106.68315
2025-10-13T12:10:09.203470,segment_003,Vo Van Tan Street,910,117,184,17.71,0,10.771238,106.701736,10.778594,106.710715
2025-10-13T12:10:09.203470,segment_004,Dien Bien Phu Street,1620,166,239,24.4,0,10.77295,106.700879,10.775556,106.706595
2025-10-13T12:10:09.203470,segment_005,Cach Mang Thang Tam,1520,171,256,21.34,0,10.788064,106.699672,10.793306,106.701894
2025-10-13T12:10:09.203470,segment_006,Tran Hung Dao Street,1030,97,157,23.48,1,10.776756,106.684191,10.785689,106.693294
2025-10-13T12:10:09.203470,segment_007,Nguyen Thi Minh Khai,1600,160,231,24.91,1,10.780757,106.695391,10.784262,106.704865
2025-10-13T12:10:09.203470,segment_008,Pasteur Street,720,117,183,14.09,0,10.786595,106.69215,10.787064,106.693461
2025-10-13T12:10:09.203470,segment_009,Hai Ba Trung Street,840,91,130,23.2,0,10.781134,106.709957,10.785155,106.717175
2025-10-13T12:10:09.203470,segment_010,Pham Ngu Lao Street,2660,239,396,24.17,0,10.772457,106.691194,10.776529,106.699058
2025-10-13T12:15:09.203470,segment_001,Nguyen Hue Street,710,102,144,17.74,0,10.77656,106.692321,10.785842,106.694984
2025-10-13T12:15:09.203470,segment_002,Le Loi Boulevard,540,64,105,18.45,0,10.789043,106.689605,10.790955,106.693522
2025-10-13T12:15:09.203470,segment_003,Vo Van Tan Street,910,117,196,16.64,0,10.776907,106.703614,10.778757,106.70761
2025-10-13T12:15:09.203470,segment_004,Dien Bien Phu Street,1620,166,252,23.06,0,10.782087,106.694466,10.786017,106.702081
2025-10-13T12:15:09.203470,segment_005,Cach Mang Thang Tam,1520,171,260,20.99,0,10.777337,106.705695,10.785591,106.71374
2025-10-13T12:15:09.203470,segment_006,Tran Hung Dao Street,1030,97,156,23.67,0,10.774861,106.686511,10.783083,106.694713
2025-10-13T12:15:09.203470,segment_007,Nguyen Thi Minh Khai,1600,160,224,25.71,0,10.789296,106.706187,10.790945,106.712743
2025-10-13T12:15:09.203470,segment_008,Pasteur Street,720,117,175,14.8,1,10.781646,106.699128,10.782409,106.699238
2025-10-13T12:15:09.203470,segment_009,Hai Ba Trung Street,840,91,129,23.28,1,10.777985,106.698189,10.779563,106.699416
2025-10-13T12:15:09.203470,segment_010,Pham Ngu Lao Street,2660,239,344,27.83,0,10.776747,106.707683,10.786523,106.716115
2025-10-13T12:20:09.203470,segment_001,Nguyen Hue Street,710,102,160,15.91,0,10.783719,106.689747,10.790915,106.691782
2025-10-13T12:20:09.203470,segment_002,Le Loi Boulevard,540,64,95,20.4,0,10.776822,106.68304,10.78493,106.690017
2025-10-13T12:20:09.203470,segment_003,Vo Van Tan Street,910,117,169,19.37,0,10.784501,106.698109,10.792283,106.702804
2025-10-13T12:20:09.203470,segment_004,Dien Bien Phu Street,1620,166,298,19.52,1,10.781925,106.689586,10.784877,106.689891
2025-10-13T12:20:09.203470,segment_005,Cach Mang Thang Tam,1520,171,305,17.94,0,10.771825,106.708063,10.771928,106.716912
2025-10-13T12:20:09.203470,segment_006,Tran Hung Dao Street,1030,97,136,27.13,0,10.77926,106.68414,10.782871,106.686683
2025-10-13T12:20:09.203470,segment_007,Nguyen Thi Minh Khai,1600,160,254,22.63,1,10.787807,106.708701,10.789244,106.714381
2025-10-13T12:20:09.203470,segment_008,Pasteur Street,720,117,186,13.92,0,10.784019,106.696498,10.78852,106.697352
2025-10-13T12:20:09.203470,segment_009,Hai Ba Trung Street,840,91,145,20.78,1,10.786012,106.700961,10.794519,106.7078
2025-10-13T12:20:09.203470,segment_010,Pham Ngu Lao Street,2660,239,375,25.53,0,10.778581,106.687565,10.78458,106.690739
2025-10-13T12:25:09.203470,segment_001,Nguyen Hue Street,710,102,145,17.54,0,10.787282,106.681678,10.788881,106.684794
2025-10-13T12:25:09.203470,segment_002,Le Loi Boulevard,540,64,115,16.81,0,10.784261,106.680576,10.784453,106.687645
2025-10-13T12:25:09.203470,segment_003,Vo Van Tan Street,910,117,206,15.88,1,10.789473,106.685732,10.792511,106.685995
2025-10-13T12:25:09.203470,segment_004,Dien Bien Phu Street,1620,166,288,20.22,0,10.778319,106.702763,10.786672,106.705549
2025-10-13T12:25:09.203470,segment_005,Cach Mang Thang Tam,1520,171,261,20.94,1,10.789969,106.706714,10.793777,106.71089
2025-10-13T12:25:09.203470,segment_006,Tran Hung Dao Street,1030,97,139,26.51,0,10.770529,106.68809,10.779708,106.692451
2025-10-13T12:25:09.203470,segment_007,Nguyen Thi Minh Khai,1600,160,287,20.06,0,10.774987,106.681867,10.780127,106.690949
2025-10-13T12:25:09.203470,segment_008,Pasteur Street,720,117,204,12.67,1,10.771802,106.683454,10.776536,106.689065
2025-10-13T12:25:09.203470,segment_009,Hai Ba Trung Street,840,91,155,19.5,0,10.772112,106.687619,10.778578,106.696366
2025-10-13T12:25:09.203470,segment_010,Pham Ngu Lao Street,2660,239,414,23.1,0,10.780733,106.699358,10.787725,106.706438
2025-10-13T12:30:09.203470,segment_001,Nguyen Hue Street,710,102,165,15.43,0,10.780146,106.681588,10.786455,106.683316
2025-10-13T12:30:09.203470,segment_002,Le Loi Boulevard,540,64,108,17.88,0,10.786102,106.68976,10.790525,106.694147
2025-10-13T12:30:09.203470,segment_003,Vo Van Tan Street,910,117,167,19.51,0,10.788109,106.692221,10.794818,106.693862
2025-10-13T12:30:09.203470,segment_004,Dien Bien Phu Street,1620,166,275,21.17,0,10.7891,106.70558,10.791912,106.712307
2025-10-13T12:30:09.203470,segment_005,Cach Mang Thang Tam,1520,171,290,18.82,0,10.776163,106.687417,10.783321,106.688879
2025-10-13T12:30:09.203470,segment_006,Tran Hung Dao Street,1030,97,160,23.15,0,10.78259,106.687306,10.784353,106.69052
2025-10-13T12:30:09.203470,segment_007,Nguyen Thi Minh Khai,1600,160,287,20.01,0,10.787361,106.687773,10.794588,106.689786
2025-10-13T12:30:09.203470,segment_008,Pasteur Street,720,117,206,12.56,0,10.787404,106.70845,10.79118,106.71294
2025-10-13T12:30:09.203470,segment_009,Hai Ba Trung Street,840,91,139,21.65,0,10.773833,106.685583,10.781062,106.690576
2025-10-13T12:30:09.203470,segment_010,Pham Ngu Lao Street,2660,239,384,24.9,1,10.771075,106.688501,10.772374,106.694476
2025-10-13T12:35:09.203470,segment_001,Nguyen Hue Street,710,102,162,15.72,1,10.787751,106.708823,10.790229,106.718456
2025-10-13T12:35:09.203470,segment_002,Le Loi Boulevard,540,64,100,19.42,0,10.785777,106.702706,10.79043,106.706216
2025-10-13T12:35:09.203470,segment_003,Vo Van Tan Street,910,117,189,17.3,0,10.77467,106.683605,10.781898,106.686611
2025-10-13T12:35:09.203470,segment_004,Dien Bien Phu Street,1620,166,285,20.46,0,10.782221,106.681272,10.791666,106.69003
2025-10-13T12:35:09.203470,segment_005,Cach Mang Thang Tam,1520,171,304,17.96,1,10.788024,106.702231,10.789592,106.704617
2025-10-13T12:35:09.203470,segment_006,Tran Hung Dao Street,1030,97,144,25.69,1,10.784659,106.68118,10.786858,106.681966
2025-10-13T12:35:09.203470,segment_007,Nguyen Thi Minh Khai,1600,160,235,24.44,0,10.7899,106.698656,10.792778,106.699861
2025-10-13T12:35:09.203470,segment_008,Pasteur Street,720,117,174,14.87,0,10.771427,106.690825,10.776319,106.696103
2025-10-13T12:35:09.203470,segment_009,Hai Ba Trung Street,840,91,146,20.58,1,10.781749,106.696308,10.790351,106.705323
2025-10-13T12:35:09.203470,segment_010,Pham Ngu Lao Street,2660,239,363,26.33,0,10.777342,106.692135,10.781355,106.696319
2025-10-13T12:40:09.203470,segment_001,Nguyen Hue Street,710,102,157,16.23,0,10.772607,106.693752,10.77759,106.698333
2025-10-13T12:40:09.203470,segment_002,Le Loi Boulevard,540,64,104,18.57,1,10.781884,106.700628,10.785781,106.704541
2025-10-13T12:40:09.203470,segment_003,Vo Van Tan Street,910,117,175,18.7,0,10.778525,106.680279,10.785392,106.684982
2025-10-13T12:40:09.203470,segment_004,Dien Bien Phu Street,1620,166,239,24.36,1,10.771288,106.694771,10.780849,106.697638
2025-10-13T12:40:09.203470,segment_005,Cach Mang Thang Tam,1520,171,269,20.28,0,10.779548,106.687223,10.781316,106.688838
2025-10-13T12:40:09.203470,segment_006,Tran Hung Dao Street,1030,97,145,25.4,0,10.778128,106.693737,10.781865,106.695928
2025-10-13T12:40:09.203470,segment_007,Nguyen Thi Minh Khai,1600,160,261,22.03,1,10.77754,106.697192,10.781269,106.702894
2025-10-13T12:40:09.203470,segment_008,Pasteur Street,720,117,189,13.67,0,10.785549,106.698129,10.794652,106.701983
2025-10-13T12:40:09.203470,segment_009,Hai Ba Trung Street,840,91,130,23.22,1,10.786101,106.685582,10.789367,106.689204
2025-10-13T12:40:09.203470,segment_010,Pham Ngu Lao Street,2660,239,386,24.8,1,10.789392,106.708098,10.790986,106.715878
2025-10-13T12:45:09.203470,segment_001,Nguyen Hue Street,710,102,143,17.81,0,10.777852,106.6809,10.783007,106.686056
2025-10-13T12:45:09.203470,segment_002,Le Loi Boulevard,540,64,108,18.0,1,10.776797,106.698301,10.778949,106.707457
2025-10-13T12:45:09.203470,segment_003,Vo Van Tan Street,910,117,201,16.23,0,10.778884,106.687046,10.787242,106.696577
2025-10-13T12:45:09.203470,segment_004,Dien Bien Phu Street,1620,166,234,24.84,0,10.786386,106.697176,10.794344,106.699216
2025-10-13T12:45:09.203470,segment_005,Cach Mang Thang Tam,1520,171,296,18.48,1,10.776858,106.709643,10.786468,106.714996
2025-10-13T12:45:09.203470,segment_006,Tran Hung Dao Street,1030,97,156,23.63,0,10.778952,106.6908,10.779002,106.696194
2025-10-13T12:45:09.203470,segment_007,Nguyen Thi Minh Khai,1600,160,276,20.83,1,10.779276,106.689918,10.784602,106.695427
2025-10-13T12:45:09.203470,segment_008,Pasteur Street,720,117,185,13.95,1,10.772097,106.685629,10.776208,106.688945
2025-10-13T12:45:09.203470,segment_009,Hai Ba Trung Street,840,91,149,20.25,0,10.770565,106.683463,10.775448,106.684581
2025-10-13T12:45:09.203470,segment_010,Pham Ngu Lao Street,2660,239,419,22.85,0,10.773887,106.683129,10.781666,106.689719
2025-10-13T12:50:09.203470,segment_001,Nguyen Hue Street,710,102,143,17.82,0,10.773981,106.688392,10.781844,106.695505
2025-10-13T12:50:09.203470,segment_002,Le Loi Boulevard,540,64,96,20.19,0,10.783385,106.690707,10.791395,106.699835
2025-10-13T12:50:09.203470,segment_003,Vo Van Tan Street,910,117,194,16.87,0,10.776132,106.700091,10.779374,106.70856
2025-10-13T12:50:09.203470,segment_004,Dien Bien Phu Street,1620,166,257,22.62,1,10.774381,106.686916,10.783876,106.691319
2025-10-13T12:50:09.203470,segment_005,Cach Mang Thang Tam,1520,171,275,19.89,0,10.786635,106.681208,10.787745,106.68591
2025-10-13T12:50:09.203470,segment_006,Tran Hung Dao Street,1030,97,170,21.78,0,10.77429,106.682463,10.777356,106.687204
2025-10-13T12:50:09.203470,segment_007,Nguyen Thi Minh Khai,1600,160,265,21.72,0,10.776992,106.696279,10.783901,106.697162
2025-10-13T12:50:09.203470,segment_008,Pasteur Street,720,117,170,15.22,0,10.777226,106.695126,10.777851,106.703137
2025-10-13T12:50:09.203470,segment_009,Hai Ba Trung Street,840,91,150,20.03,0,10.779858,106.704716,10.780763,106.713594
2025-10-13T12:50:09.203470,segment_010,Pham Ngu Lao Street,2660,239,345,27.7,1,10.780811,106.708436,10.788235,106.714819
2025-10-13T12:55:09.203470,segment_001,Nguyen Hue Street,710,102,157,16.21,1,10.773223,106.689404,10.778544,106.694679
2025-10-13T12:55:09.203470,segment_002,Le Loi Boulevard,540,64,112,17.34,0,10.787416,106.680629,10.795949,106.686292
2025-10-13T12:55:09.203470,segment_003,Vo Van Tan Street,910,117,173,18.86,0,10.77853,106.688996,10.787024,106.694193
2025-10-13T12:55:09.203470,segment_004,Dien Bien Phu Street,1620,166,249,23.39,1,10.778879,106.69393,10.787963,106.700828
2025-10-13T12:55:09.203470,segment_005,Cach Mang Thang Tam,1520,171,254,21.5,1,10.773688,106.707019,10.778867,106.711305
2025-10-13T12:55:09.203470,segment_006,Tran Hung Dao Street,1030,97,152,24.34,1,10.770504,106.702996,10.77122,106.710539
2025-10-13T12:55:09.203470,segment_007,Nguyen Thi Minh Khai,1600,160,241,23.88,1,10.781661,106.68818,10.789412,106.696046
2025-10-13T12:55:09.203470,segment_008,Pasteur Street,720,117,175,14.77,0,10.772381,106.688587,10.780079,106.690567
2025-10-13T12:55:09.203470,segment_009,Hai Ba Trung Street,840,91,130,23.11,0,10.781454,106.693417,10.790557,106.693793
2025-10-13T12:55:09.203470,segment_010,Pham Ngu Lao Street,2660,239,364,26.27,0,10.773358,106.700289,10.776696,106.705391
2025-10-13T13:00:09.203470,segment_001,Nguyen Hue Street,710,102,152,16.76,0,10.778611,106.69439,10.781497,106.704047
2025-10-13T13:00:09.203470,segment_002,Le Loi Boulevard,540,64,79,24.52,0,10.771012,106.681174,10.772235,106.68151
2025-10-13T13:00:09.203470,segment_003,Vo Van Tan Street,910,117,146,22.29,0,10.780254,106.68673,10.787463,106.687857
2025-10-13T13:00:09.203470,segment_004,Dien Bien Phu Street,1620,166,220,26.43,1,10.773854,106.696984,10.779036,106.700125
2025-10-13T13:00:09.203470,segment_005,Cach Mang Thang Tam,1520,171,259,21.11,0,10.771342,106.682417,10.779885,106.682646
2025-10-13T13:00:09.203470,segment_006,Tran Hung Dao Street,1030,97,151,24.47,0,10.78234,106.696387,10.783159,106.697173
2025-10-13T13:00:09.203470,segment_007,Nguyen Thi Minh Khai,1600,160,250,22.97,1,10.789617,106.695414,10.795712,106.699547
2025-10-13T13:00:09.203470,segment_008,Pasteur Street,720,117,176,14.7,0,10.773718,106.704199,10.773735,106.709247
2025-10-13T13:00:09.203470,segment_009,Hai Ba Trung Street,840,91,136,22.12,0,10.787073,106.707765,10.796288,106.713985
2025-10-13T13:00:09.203470,segment_010,Pham Ngu Lao Street,2660,239,343,27.85,0,10.781527,106.705095,10.788481,106.709595
2025-10-13T13:05:09.203470,segment_001,Nguyen Hue Street,710,102,149,17.08,0,10.782429,106.703139,10.78401,106.704853
2025-10-13T13:05:09.203470,segment_002,Le Loi Boulevard,540,64,91,21.18,0,10.780013,106.705745,10.782327,106.714135
2025-10-13T13:05:09.203470,segment_003,Vo Van Tan Street,910,117,159,20.55,1,10.770239,106.6899,10.773404,106.693648
2025-10-13T13:05:09.203470,segment_004,Dien Bien Phu Street,1620,166,232,25.07,0,10.774458,106.704769,10.781102,106.705465
2025-10-13T13:05:09.203470,segment_005,Cach Mang Thang Tam,1520,171,220,24.77,0,10.771494,106.687952,10.778331,106.688177
2025-10-13T13:05:09.203470,segment_006,Tran Hung Dao Street,1030,97,140,26.36,0,10.771015,106.701564,10.773966,106.70804
2025-10-13T13:05:09.203470,segment_007,Nguyen Thi Minh Khai,1600,160,235,24.47,0,10.785282,106.681942,10.787349,106.68299
2025-10-13T13:05:09.203470,segment_008,Pasteur Street,720,117,160,16.13,0,10.770386,106.7071,10.778688,106.714306
2025-10-13T13:05:09.203470,segment_009,Hai Ba Trung Street,840,91,116,25.98,0,10.786432,106.704824,10.788545,106.711804
2025-10-13T13:05:09.203470,segment_010,Pham Ngu Lao Street,2660,239,347,27.55,0,10.781068,106.698578,10.783266,106.707452
2025-10-13T13:10:09.203470,segment_001,Nguyen Hue Street,710,102,137,18.55,0,10.781377,106.681307,10.78454,106.685052
2025-10-13T13:10:09.203470,segment_002,Le Loi Boulevard,540,64,90,21.46,0,10.775751,106.684695,10.776393,106.692863
